Zipcode,City,State,Grow Zone,Airport Code
01535,NORTH BROOKFIELD,MA,5-6
02650,NORTH CHATHAM,MA,7
01863,NORTH CHELMSFORD,MA,6
02356,NORTH EASTON,MA,6-7
02556,NORTH FALMOUTH,MA,6-7
01536,NORTH GRAFTON,MA,6
01537,NORTH OXFORD,MA,5-6
01864,NORTH READING,MA,6-7
01430,ASHBURNHAM,MA,5-6,K9B4
01431,ASHBY,MA,5-6
01721,ASHLAND,MA,6-7
01501,AUBURN,MA,5-6
02322,AVON,MA,6-7
01432,AYER,MA,6,KAYE
01434,DEVENS,MA,6
01436,BALDWINVILLE,MA,5-6
02630,BARNSTABLE,MA,7
01730,BEDFORD,MA,6-7,KBED
01731,HANSCOM AFB,MA,6-7
02019,BELLINGHAM,MA,6
01503,BERLIN,MA,6
01915,BEVERLY,MA,6-7,KBVY
01821,BILLERICA,MA,6-7
01504,BLACKSTONE,MA,6
01740,BOLTON,MA,6
02108,BOSTON,MA,6-7,KBOS
02109,BOSTON,MA,6-7,KBOS
02110,BOSTON,MA,6-7,KBOS
02111,BOSTON,MA,6-7,KBOS
02113,BOSTON,MA,6-7,KBOS
02114,BOSTON,MA,6-7,KBOS
02115,BOSTON,MA,6-7,KBOS
02116,BOSTON,MA,6-7,KBOS
02118,BOSTON,MA,6-7,KBOS
02119,ROXBURY,MA,6-7
02120,ROXBURY CROSSING,MA,6-7
02121,DORCHESTER,MA,6-7
02122,DORCHESTER,MA,6-7
02124,DORCHESTER CENTER,MA,6-7
02125,DORCHESTER,MA,6-7
02126,MATTAPAN,MA,6-7
02127,BOSTON,MA,6-7,KBOS
02128,BOSTON,MA,6-7,KBOS
02129,CHARLESTOWN,MA,6-7
02130,JAMAICA PLAIN,MA,6-7
02131,ROSLINDALE,MA,6-7
02132,WEST ROXBURY,MA,6-7
02133,BOSTON,MA,6-7,KBOS
02134,ALLSTON,MA,6-7
02135,BRIGHTON,MA,6-7
02136,HYDE PARK,MA,6-7
02163,BOSTON,MA,6-7,KBOS
02199,BOSTON,MA,6-7,KBOS
02203,BOSTON,MA,6-7,KBOS
02210,BOSTON,MA,6-7,KBOS
02215,BOSTON,MA,6-7,KBOS
02222,BOSTON,MA,6-7,KBOS
02283,BOSTON,MA,6-7,KBOS
02284,BOSTON,MA,6-7,KBOS
01921,BOXFORD,MA,6
01505,BOYLSTON,MA,5-6
02631,BREWSTER,MA,7
02324,BRIDGEWATER,MA,6-7
02301,BROCKTON,MA,6-7
02302,BROCKTON,MA,6-7
01506,BROOKFIELD,MA,5-6
01803,BURLINGTON,MA,6-7
02532,BUZZARDS BAY,MA,6-7
02542,BUZZARDS BAY,MA,6-7
01922,BYFIELD,MA,6
02138,CAMBRIDGE,MA,6-7
02139,CAMBRIDGE,MA,6-7
02140,CAMBRIDGE,MA,6-7
02141,CAMBRIDGE,MA,6-7
02142,CAMBRIDGE,MA,6-7
02021,CANTON,MA,6-7
01741,CARLISLE,MA,6-7
02330,CARVER,MA,6-7
02632,CENTERVILLE,MA,7
01507,CHARLTON,MA,6
02633,CHATHAM,MA,7,KCHH
01824,CHELMSFORD,MA,6
02535,CHILMARK,MA,7
01510,CLINTON,MA,5-6
02025,COHASSET,MA,6-7
01742,CONCORD,MA,6-7
02635,COTUIT,MA,7
02061,NORWELL,MA,6-7
02062,NORWOOD,MA,6-7,KOWD
02557,OAK BLUFFS,MA,7
02653,ORLEANS,MA,7
02655,OSTERVILLE,MA,7
01540,OXFORD,MA,6
01960,PEABODY,MA,6-7
02359,PEMBROKE,MA,6-7
01463,PEPPERELL,MA,6
02360,PLYMOUTH,MA,6-7,KPYM
02367,PLYMPTON,MA,6-7
02559,POCASSET,MA,6-7
01541,PRINCETON,MA,5-6
02657,PROVINCETOWN,MA,6-7,KPVC
02368,RANDOLPH,MA,6-7
01867,READING,MA,6-7
01542,ROCHDALE,MA,5-6
02370,ROCKLAND,MA,6-7
01966,ROCKPORT,MA,6
01969,ROWLEY,MA,6
01543,RUTLAND,MA,5-6
02562,SAGAMORE BEACH,MA,6-7
01970,SALEM,MA,6-7
02563,SANDWICH,MA,6-7
02066,SCITUATE,MA,6-7
02067,SHARON,MA,6-7
01770,SHERBORN,MA,6-7
01464,SHIRLEY,MA,6
01545,SHREWSBURY,MA,5-6
01745,FAYVILLE,MA,6-7
01772,SOUTHBOROUGH,MA,6
01550,SOUTHBRIDGE,MA,6
02659,SOUTH CHATHAM,MA,7
02660,SOUTH DENNIS,MA,7
02375,SOUTH EASTON,MA,6-7
01560,SOUTH GRAFTON,MA,6
01982,SOUTH HAMILTON,MA,6
02071,SOUTH WALPOLE,MA,6-7
02664,SOUTH YARMOUTH,MA,7
02673,WEST YARMOUTH,MA,7
01562,SPENCER,MA,5-6
01564,STERLING,MA,5-6
02072,STOUGHTON,MA,6-7
01775,STOW,MA,6
01518,FISKDALE,MA,6
01566,STURBRIDGE,MA,6
01776,SUDBURY,MA,6-7
01590,SUTTON,MA,6
01468,TEMPLETON,MA,5-6
01876,TEWKSBURY,MA,6
01983,TOPSFIELD,MA,6-7
01469,TOWNSEND,MA,5-6
01474,WEST TOWNSEND,MA,5-6
01879,TYNGSBORO,MA,6
01569,UXBRIDGE,MA,6
02568,VINEYARD HAVEN,MA,7
01880,WAKEFIELD,MA,6-7
02081,WALPOLE,MA,6-7
02571,WAREHAM,MA,6-7
01778,WAYLAND,MA,6-7
01570,WEBSTER,MA,6
01571,DUDLEY,MA,6
02667,WELLFLEET,MA,7
01923,DANVERS,MA,6-7
02026,DEDHAM,MA,6-7
02638,DENNIS,MA,7
02639,DENNIS PORT,MA,7
02030,DOVER,MA,6-7
01826,DRACUT,MA,6
01827,DUNSTABLE,MA,6
02332,DUXBURY,MA,6-7
02333,EAST BRIDGEWATER,MA,6-7
01515,EAST BROOKFIELD,MA,5-6
01516,DOUGLAS,MA,6
02536,EAST FALMOUTH,MA,7
02642,EASTHAM,MA,7
02537,EAST SANDWICH,MA,6-7
02032,EAST WALPOLE,MA,6-7
02538,EAST WAREHAM,MA,6-7
02539,EDGARTOWN,MA,7
01929,ESSEX,MA,6
02540,FALMOUTH,MA,7,KFMH
02543,WOODS HOLE,MA,7
01521,HOLLAND,MA,6
01420,FITCHBURG,MA,5-6,KFIT
02644,FORESTDALE,MA,6-7
02035,FOXBORO,MA,6-7
01701,FRAMINGHAM,MA,6-7
01702,FRAMINGHAM,MA,6-7
02038,FRANKLIN,MA,6
01440,GARDNER,MA,5-6,KGDM
01930,GLOUCESTER,MA,6
01519,GRAFTON,MA,6
01450,GROTON,MA,6
02338,HALIFAX,MA,6-7
02339,HANOVER,MA,6-7
02341,HANSON,MA,6-7
01451,HARVARD,MA,6
02645,HARWICH,MA,7
02646,HARWICH PORT,MA,7
01830,HAVERHILL,MA,6
01832,HAVERHILL,MA,5-6
01833,GEORGETOWN,MA,6
01834,GROVELAND,MA,6
01835,HAVERHILL,MA,6
02043,HINGHAM,MA,6-7
02343,HOLBROOK,MA,6-7
01520,HOLDEN,MA,5-6
01746,HOLLISTON,MA,6-7
01747,HOPEDALE,MA,6
01748,HOPKINTON,MA,6
01452,HUBBARDSTON,MA,5-6
01749,HUDSON,MA,6
02045,HULL,MA,6-7
02601,HYANNIS,MA,7,KHYA
01938,IPSWICH,MA,6
01522,JEFFERSON,MA,5-6
01523,LANCASTER,MA,5-6
01840,LAWRENCE,MA,6,KLWM
01841,LAWRENCE,MA,6,KLWM
01843,LAWRENCE,MA,6,KLWM
01844,METHUEN,MA,6
01845,NORTH ANDOVER,MA,6
01524,LEICESTER,MA,5-6
01453,LEOMINSTER,MA,5-6
01773,LINCOLN,MA,6-7
01460,LITTLETON,MA,6
01850,LOWELL,MA,6
01851,LOWELL,MA,6
01852,LOWELL,MA,6
01854,LOWELL,MA,6
01462,LUNENBURG,MA,5-6
01901,LYNN,MA,6-7
01902,LYNN,MA,6-7
01904,LYNN,MA,6-7
01905,LYNN,MA,6-7
01906,SAUGUS,MA,6-7
01907,SWAMPSCOTT,MA,6-7
01908,NAHANT,MA,6-7
01940,LYNNFIELD,MA,6-7
01944,MANCHESTER,MA,6-7
02048,MANSFIELD,MA,6
01945,MARBLEHEAD,MA,6-7
01752,MARLBOROUGH,MA,6
02050,MARSHFIELD,MA,6-7,KGHG
02648,MARSTONS MILLS,MA,7
02649,MASHPEE,MA,7
01754,MAYNARD,MA,6-7
02052,MEDFIELD,MA,6-7
02053,MEDWAY,MA,6-7
01756,MENDON,MA,6
01860,MERRIMAC,MA,6
02346,MIDDLEBORO,MA,6-7
01949,MIDDLETON,MA,6-7
01757,MILFORD,MA,6
01527,MILLBURY,MA,6
01984,WENHAM,MA,6-7
02668,WEST BARNSTABLE,MA,7
01581,WESTBOROUGH,MA,6
01583,WEST BOYLSTON,MA,5-6
02379,WEST BRIDGEWATER,MA,6-7
01585,WEST BROOKFIELD,MA,5-6
02670,WEST DENNIS,MA,7
01886,WESTFORD,MA,6
02671,WEST HARWICH,MA,7
01473,WESTMINSTER,MA,5-6
01985,WEST NEWBURY,MA,6
01568,UPTON,MA,6
02576,WEST WAREHAM,MA,6-7
02090,WESTWOOD,MA,6-7
01588,WHITINSVILLE,MA,6
02382,WHITMAN,MA,6-7
01887,WILMINGTON,MA,6-7
01475,WINCHENDON,MA,5-6
01890,WINCHESTER,MA,6-7
01801,WOBURN,MA,6-7
01602,WORCESTER,MA,5-6,KORH
01603,WORCESTER,MA,5-6,KORH
01604,WORCESTER,MA,5-6,KORH
01605,WORCESTER,MA,5-6,KORH
01606,WORCESTER,MA,5-6,KORH
01607,WORCESTER,MA,5-6,KORH
01608,WORCESTER,MA,5-6,KORH
01609,WORCESTER,MA,5-6,KORH
01610,WORCESTER,MA,5-6,KORH
01611,CHERRY VALLEY,MA,5-6
01612,PAXTON,MA,5-6
01655,WORCESTER,MA,5-6,KORH
02093,WRENTHAM,MA,6
02675,YARMOUTH PORT,MA,7
02364,KINGSTON,MA,6-7
02347,LAKEVILLE,MA,6-7
04406,ABBOT,ME,5
04001,ACTON,ME,5-6
04606,ADDISON,ME,5
04910,ALBION,ME,5
04002,ALFRED,ME,5-6
04535,ALNA,ME,5-6
04216,ANDOVER,ME,4
04911,ANSON,ME,5
04732,ASHLAND,ME,4
04912,ATHENS,ME,5
04210,AUBURN,ME,5-6,KLEW
04330,AUGUSTA,ME,5-6,KAUG
04408,AURORA,ME,5
04003,BAILEY ISLAND,ME,5-6
04401,BANGOR,ME,5,KBGR
04609,BAR HARBOR,ME,6,KBHB
04653,BASS HARBOR,ME,6
04530,BATH,ME,5-6
04915,BELFAST,ME,5-6
04917,BELGRADE,ME,5-6
04918,BELGRADE LAKES,ME,5-6
04733,BENEDICTA,ME,5
04612,BERNARD,ME,6
03901,BERWICK,ME,5-6
04217,BETHEL,ME,5
04005,BIDDEFORD,ME,5-6
04920,BINGHAM,ME,5
04613,BIRCH HARBOR,ME,6
04614,BLUE HILL,ME,6
04537,BOOTHBAY,ME,5-6
04549,ISLE OF SPRINGS,ME,5-6
04538,BOOTHBAY HARBOR,ME,5-6
04008,BOWDOINHAM,ME,5-6
04410,BRADFORD,ME,5
04411,BRADLEY,ME,5
04412,BREWER,ME,5
04735,BRIDGEWATER,ME,4
04009,BRIDGTON,ME,4-5
04539,BRISTOL,ME,5-6
04616,BROOKLIN,ME,6
04921,BROOKS,ME,5
04617,BROOKSVILLE,ME,5
04642,HARBORSIDE,ME,5
04413,BROOKTON,ME,4-5
04010,BROWNFIELD,ME,4-5
04414,BROWNVILLE,ME,5
04011,BRUNSWICK,ME,5-6,KNHZ
04219,BRYANT POND,ME,5
04220,BUCKFIELD,ME,5-6
04416,BUCKSPORT,ME,5
04417,BURLINGTON,ME,5
04922,BURNHAM,ME,4-5
04619,CALAIS,ME,5
04923,CAMBRIDGE,ME,4-5
04843,CAMDEN,ME,5-6
04847,HOPE,ME,5-6
04924,CANAAN,ME,4-5
04221,CANTON,ME,5-6
03902,CAPE NEDDICK,ME,5-6
04925,CARATUNK,ME,5
04418,GREENBUSH,ME,5
04736,CARIBOU,ME,3-4,KCAR
04419,CARMEL,ME,4-5
04015,CASCO,ME,5-6
04421,CASTINE,ME,5
04541,CHAMBERLAIN,ME,5-6
04422,CHARLESTON,ME,4-5
04017,CHEBEAGUE ISLAND,ME,5-6
04622,CHERRYFIELD,ME,5-6
04927,CLINTON,ME,5
04623,COLUMBIA FALLS,ME,5
04624,COREA,ME,6
04928,CORINNA,ME,4-5
04020,CORNISH,ME,4-5
04021,CUMBERLAND CENTER,ME,5-6
04563,CUSHING,ME,6
04626,CUTLER,ME,5
04543,DAMARISCOTTA,ME,5-6
04424,DANFORTH,ME,4-5
04492,WAITE,ME,5
04627,DEER ISLE,ME,5-6
04022,DENMARK,ME,4-5
04628,DENNYSVILLE,ME,5
04929,DETROIT,ME,4
04930,DEXTER,ME,4-5
04224,DIXFIELD,ME,5
04932,DIXMONT,ME,4-5
04426,DOVER FOXCROFT,ME,5
04342,DRESDEN,ME,5-6
04225,DRYDEN,ME,5
04739,EAGLE LAKE,ME,3-4
04226,EAST ANDOVER,ME,4
04024,EAST BALDWIN,ME,4-5
04544,EAST BOOTHBAY,ME,5-6
04427,CORINTH,ME,4-5
04428,EDDINGTON,ME,5
04429,HOLDEN,ME,5
04027,LEBANON,ME,5-6
04228,EAST LIVERMORE,ME,5-6
04630,EAST MACHIAS,ME,5
04430,EAST MILLINOCKET,ME,5
04740,EASTON,ME,4
04631,EASTPORT,ME,5,KEPM
04029,SEBAGO,ME,4-6
04231,STONEHAM,ME,4-5
04030,EAST WATERBORO,ME,5
03903,ELIOT,ME,5-6
04605,ELLSWORTH,ME,5-6
04434,ETNA,ME,4-5
04936,EUSTIS,ME,4
04435,EXETER,ME,4-5
04937,FAIRFIELD,ME,5
04938,FARMINGTON,ME,5
04742,FORT FAIRFIELD,ME,4
04737,CLAYTON LAKE,ME,3,K40B
04743,FORT KENT,ME,3-4
04438,FRANKFORT,ME,5
04634,FRANKLIN,ME,6
04941,FREEDOM,ME,5-6
04032,FREEPORT,ME,5-6
04547,FRIENDSHIP,ME,6
04037,FRYEBURG,ME,4-5,KIZG
04344,FARMINGDALE,ME,5-6
04345,GARDINER,ME,5-6
04346,RANDOLPH,ME,5-6
04939,GARLAND,ME,4-5
04548,GEORGETOWN,ME,5-6
04038,GORHAM,ME,5-6
04607,GOULDSBORO,ME,6
04746,GRAND ISLE,ME,3-5
04039,GRAY,ME,5-6,KGYX
04236,GREENE,ME,5-6
04441,GREENVILLE,ME,5,KGNR
04442,GREENVILLE JUNCTION,ME,4-5
04443,GUILFORD,ME,5
04347,HALLOWELL,ME,5-6
04444,HAMPDEN,ME,5
04640,HANCOCK,ME,6
04237,HANOVER,ME,4-6
04942,HARMONY,ME,4-5,K2B7
04643,HARRINGTON,ME,5-6
04040,HARRISON,ME,4-6
04943,HARTLAND,ME,4-5
04238,HEBRON,ME,5-6
04041,HIRAM,ME,4-5
04042,HOLLIS CENTER,ME,5-6
04730,HOULTON,ME,4,KCBW
04448,HOWLAND,ME,5
04449,HUDSON,ME,5
04747,ISLAND FALLS,ME,5
04848,ISLESBORO,ME,5-6
04945,JACKMAN,ME,4
04239,JAY,ME,5-6
04348,JEFFERSON,ME,5-6
04648,JONESBORO,ME,5
04649,JONESPORT,ME,5
04450,KENDUSKEAG,ME,4-5
04043,KENNEBUNK,ME,5-6,KENE
04046,KENNEBUNKPORT,ME,5-6,KENE
04349,KENTS HILL,ME,5-6
04047,PARSONSFIELD,ME,4-5
04947,KINGFIELD,ME,4-5
04451,KINGMAN,ME,4
03904,KITTERY,ME,5-6
03905,KITTERY POINT,ME,5-6
04453,LAGRANGE,ME,5
04455,LEE,ME,4-5
04263,LEEDS,ME,5-6
04456,LEVANT,ME,4-5
04240,LEWISTON,ME,5-6
04949,LIBERTY,ME,5-6
04048,LIMERICK,ME,5
04750,LIMESTONE,ME,3-4
04049,LIMINGTON,ME,5
04457,LINCOLN,ME,5
04849,LINCOLNVILLE,ME,5-6
04222,DURHAM,ME,5-6
04250,LISBON,ME,5-6
04252,LISBON FALLS,ME,5-6
04350,LITCHFIELD,ME,5-6
04650,LITTLE DEER ISLE,ME,5
04253,LIVERMORE,ME,5-6
04254,LIVERMORE FALLS,ME,5-6
04255,GREENWOOD,ME,5
04050,LONG ISLAND,ME,6
04051,LOVELL,ME,4-5
04652,LUBEC,ME,5
04654,MACHIAS,ME,5
04686,WESLEY,ME,5
04655,MACHIASPORT,ME,5
04756,MADAWASKA,ME,4-5
04950,MADISON,ME,5
04351,MANCHESTER,ME,5-6
04757,MAPLETON,ME,4
04758,MARS HILL,ME,4
04459,MATTAWAMKEAG,ME,4-5
04256,MECHANIC FALLS,ME,5-6
04657,MEDDYBEMPS,ME,5
04551,BREMEN,ME,5-6
04460,MEDWAY,ME,5
04257,MEXICO,ME,5
04658,MILBRIDGE,ME,6
04461,MILFORD,ME,5
04462,MILLINOCKET,ME,5,KMLT
04463,MILO,ME,5
04258,MINOT,ME,5-6
04259,MONMOUTH,ME,5-6
04951,MONROE,ME,5
04464,MONSON,ME,5
04760,MONTICELLO,ME,4
04952,MORRILL,ME,5-6
04660,MOUNT DESERT,ME,6
04352,MOUNT VERNON,ME,5-6
04055,NAPLES,ME,4-6
04553,NEWCASTLE,ME,5-6
04260,NEW GLOUCESTER,ME,5-6
04554,NEW HARBOR,ME,5-6
04558,PEMAQUID,ME,5-6
04953,NEWPORT,ME,4
04261,NEWRY,ME,4
04955,NEW SHARON,ME,5
04762,NEW SWEDEN,ME,3-4
04956,NEW VINEYARD,ME,5
04555,NOBLEBORO,ME,5-6
04957,NORRIDGEWOCK,ME,5
04958,NORTH ANSON,ME,5
03906,NORTH BERWICK,ME,5-6
04556,EDGECOMB,ME,5-6
04853,NORTH HAVEN,ME,5-6
04265,NORTH MONMOUTH,ME,5-6
04961,NEW PORTLAND,ME,5
04664,SULLIVAN,ME,6
04962,NORTH VASSALBORO,ME,5-6
04061,NORTH WATERBORO,ME,5
04353,WHITEFIELD,ME,5-6
04062,WINDHAM,ME,5-6
04268,NORWAY,ME,5-6
04763,OAKFIELD,ME,4
04963,OAKLAND,ME,5-6
03907,OGUNQUIT,ME,5-6
04064,OLD ORCHARD BEACH,ME,5-6
04468,OLD TOWN,ME,5,KOLD
04471,ORIENT,ME,4
04472,ORLAND,ME,5
04473,ORONO,ME,5
04474,ORRINGTON,ME,5
04066,ORRS ISLAND,ME,5-6
04854,OWLS HEAD,ME,6
04764,OXBOW,ME,5
04270,OXFORD,ME,5-6
04354,PALERMO,ME,5
04965,PALMYRA,ME,4
04475,PASSADUMKEAG,ME,5
04765,PATTEN,ME,5
04666,PEMBROKE,ME,5
04476,PENOBSCOT,ME,5
04766,PERHAM,ME,4
04667,PERRY,ME,5
04966,PHILLIPS,ME,4-5
04562,PHIPPSBURG,ME,5-6
04967,PITTSFIELD,ME,4
04969,PLYMOUTH,ME,4
04274,POLAND,ME,5-6
04768,PORTAGE,ME,4
04068,PORTER,ME,4-5
04101,PORTLAND,ME,5-6,KPWM
04102,PORTLAND,ME,5-6,KPWM
04103,PORTLAND,ME,5-6,KPWM
04105,FALMOUTH,ME,5-6
04106,SOUTH PORTLAND,ME,5-6
04107,CAPE ELIZABETH,ME,6
04108,PEAKS ISLAND,ME,6
04109,PORTLAND,ME,6,KPWM
04110,CUMBERLAND FORESIDE,ME,5-6
04069,POWNAL,ME,5-6
04769,PRESQUE ISLE,ME,4,KPQI
04668,PRINCETON,ME,5
04669,PROSPECT HARBOR,ME,6
04970,RANGELEY,ME,4-5,K8B0
04071,RAYMOND,ME,5-6
04355,READFIELD,ME,5-6
04357,RICHMOND,ME,5-6
04671,ROBBINSTON,ME,5
04841,ROCKLAND,ME,6,KRKD
04856,ROCKPORT,ME,5-6
04478,ROCKWOOD,ME,4-5
04564,ROUND POND,ME,5-6
04275,ROXBURY,ME,4-5
04276,RUMFORD,ME,5,KRUM
04280,SABATTUS,ME,5-6
04072,SACO,ME,5-6
04772,SAINT AGATHA,ME,4-5
04971,SAINT ALBANS,ME,4
04773,SAINT DAVID,ME,3-5
04774,SAINT FRANCIS,ME,3
04073,SANFORD,ME,5-6,KSFM
04479,SANGERVILLE,ME,4-5
04074,SCARBOROUGH,ME,5-6
04674,SEAL COVE,ME,6
04973,SEARSMONT,ME,5-6
04974,SEARSPORT,ME,5
04673,SARGENTVILLE,ME,5
04676,SEDGWICK,ME,5
04076,SHAPLEIGH,ME,5-6
04776,SHERMAN,ME,5
04777,STACYVILLE,ME,5
04779,SINCLAIR,ME,3-5
04976,SKOWHEGAN,ME,5
04978,SMITHFIELD,ME,5
04780,SMYRNA MILLS,ME,5
04781,WALLAGRASS,ME,4-5
04979,SOLON,ME,5
04677,SORRENTO,ME,6
03908,SOUTH BERWICK,ME,5-6
04568,SOUTH BRISTOL,ME,5-6
04358,SOUTH CHINA,ME,5-6
04013,BUSTINS ISLAND,ME,5-6
04079,HARPSWELL,ME,5-6
04281,SOUTH PARIS,ME,5-6
04858,SOUTH THOMASTON,ME,6
04679,SOUTHWEST HARBOR,ME,6
04487,SPRINGFIELD,ME,4-5
04083,SPRINGVALE,ME,5-6
04859,SPRUCE HEAD,ME,6
04084,STANDISH,ME,5-6
04085,STEEP FALLS,ME,5-6
04488,STETSON,ME,4-5
04680,STEUBEN,ME,6
04783,STOCKHOLM,ME,3-5
04981,STOCKTON SPRINGS,ME,5
04681,STONINGTON,ME,5-6
04982,STRATTON,ME,4-5
04983,STRONG,ME,5
04683,SUNSET,ME,5
04684,SURRY,ME,6
04685,SWANS ISLAND,ME,6
04984,TEMPLE,ME,5
04860,TENANTS HARBOR,ME,6
04861,THOMASTON,ME,6
04986,THORNDIKE,ME,5
04490,TOPSFIELD,ME,4-5
04086,TOPSHAM,ME,5-6
04571,TREVETT,ME,5-6
04987,TROY,ME,4
04282,TURNER,ME,5-6
04862,UNION,ME,5-6
04988,UNITY,ME,5
04745,FRENCHVILLE,ME,4-5,KFVE
04785,VAN BUREN,ME,3-4
04989,VASSALBORO,ME,5-6
04360,VIENNA,ME,5-6
04863,VINALHAVEN,ME,6
04572,WALDOBORO,ME,6
04573,WALPOLE,ME,5-6
04864,WARREN,ME,6
04786,WASHBURN,ME,4
04574,WASHINGTON,ME,6
04087,WATERBORO,ME,5
04088,WATERFORD,ME,4-5
04901,WATERVILLE,ME,5,KWVL
04284,WAYNE,ME,5-6
04285,WELD,ME,5
04090,WELLS,ME,5-6
04091,WEST BALDWIN,ME,4-5
04287,BOWDOIN,ME,5-6
04092,WESTBROOK,ME,5-6
04093,BUXTON,ME,5-6
04493,WEST ENFIELD,ME,5
04787,WESTFIELD,ME,4
04985,WEST FORKS,ME,4-5
04095,WEST NEWFIELD,ME,5
04289,WEST PARIS,ME,5-6
04290,PERU,ME,5-6
04576,SOUTHPORT,ME,5-6
04292,SUMNER,ME,5-6
